"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"186","20001, Northwest Washington, Washington","1","5400 Arnold Avenue Southwest, Southwest Washington, Washington","2/23/2018 - 2/23/2018, Every day, Daily Average",804,577,1118
"186","20001, Northwest Washington, Washington","2","1400 Juniper Street Northwest, Northwest Washington, Washington","2/23/2018 - 2/23/2018, Every day, Daily Average",1780,1443,2195
"186","20001, Northwest Washington, Washington","3","4800 Canal Road Northwest, Northwest Washington, Washington","2/23/2018 - 2/23/2018, Every day, Daily Average",1438,1088,1899
"186","20001, Northwest Washington, Washington","4","2700 Unicorn Lane Northwest, Northwest Washington, Washington","2/23/2018 - 2/23/2018, Every day, Daily Average",1706,1457,1997
"186","20001, Northwest Washington, Washington","5","4500 Q Place Northwest, Northwest Washington, Washington","2/23/2018 - 2/23/2018, Every day, Daily Average",1123,826,1525
"186","20001, Northwest Washington, Washington","6","Ridge Road Northwest, Northwest Washington, Washington","2/23/2018 - 2/23/2018, Every day, Daily Average",1440,1137,1822
"186","20001, Northwest Washington, Washington","7","4500 Ohio Drive Southwest, Southwest Washington, Washington","2/23/2018 - 2/23/2018, Every day, Daily Average",297,149,591
"186","20001, Northwest Washington, Washington","8","0 H Street Northwest, Northwest Washington, Washington","2/23/2018 - 2/23/2018, Every day, Daily Average",221,94,515
"186","20001, Northwest Washington, Washington","9","1800 Upshur Street Northwest, Northwest Washington, Washington","2/23/2018 - 2/23/2018, Every day, Daily Average",1258,962,1643
"186","20001, Northwest Washington, Washington","10","1500 30th Street Northwest, Northwest Washington, Washington","2/23/2018 - 2/23/2018, Every day, Daily Average",863,569,1307
"186","20001, Northwest Washington, Washington","11","1600 Tuckerman Street Northwest, Northwest Washington, Washington","2/23/2018 - 2/23/2018, Every day, Daily Average",1597,1277,1996
"186","20001, Northwest Washington, Washington","13","2100 Monticello Court, Fort Washington","2/23/2018 - 2/23/2018, Every day, Daily Average",1649,1270,2140
"186","20001, Northwest Washington, Washington","14","0 Hesketh Street, Chevy Chase","2/23/2018 - 2/23/2018, Every day, Daily Average",1832,1463,2294
"186","20001, Northwest Washington, Washington","15","8100 Roanoke Avenue, Takoma Park","2/23/2018 - 2/23/2018, Every day, Daily Average",2250,1861,2719
"186","20001, Northwest Washington, Washington","16","8800 Walden Road, Silver Spring","2/23/2018 - 2/23/2018, Every day, Daily Average",2288,1876,2790
"186","20001, Northwest Washington, Washington","17","8300 Colesville Road, Downtown Silver Spring, Silver Spring","2/23/2018 - 2/23/2018, Every day, Daily Average",1862,1534,2259
"186","20001, Northwest Washington, Washington","18","8900 Moreland Lane, Annandale","2/23/2018 - 2/23/2018, Every day, Daily Average",1408,1145,1731
"186","20001, Northwest Washington, Washington","19","Thomas Avenue, Arlington","2/23/2018 - 2/23/2018, Every day, Daily Average",623,453,855
"186","20001, Northwest Washington, Washington","20","McClellan Drive, Arlington","2/23/2018 - 2/23/2018, Every day, Daily Average",529,347,804
"186","20001, Northwest Washington, Washington","21","3600 North Vernon Street, Old Glebe, Arlington","2/23/2018 - 2/23/2018, Every day, Daily Average",1027,798,1320
"186","20001, Northwest Washington, Washington","23","6500 Bellamine Court, McLean","2/23/2018 - 2/23/2018, Every day, Daily Average",1182,961,1453
"186","20001, Northwest Washington, Washington","24","8600 Brook Road, McLean","2/23/2018 - 2/23/2018, Every day, Daily Average",1612,1295,2005
"186","20001, Northwest Washington, Washington","25","8200 Mockingbird Drive, Annandale","2/23/2018 - 2/23/2018, Every day, Daily Average",1411,1123,1771
"186","20001, Northwest Washington, Washington","26","9400 Pamlico Lane, Great Falls","2/23/2018 - 2/23/2018, Every day, Daily Average",1472,1162,1863
"186","20001, Northwest Washington, Washington","27","6200 Everglades Drive, Alexandria","2/23/2018 - 2/23/2018, Every day, Daily Average",1445,1064,1961
"186","20001, Northwest Washington, Washington","28","2100 North Scott Street, North Highland, Arlington","2/23/2018 - 2/23/2018, Every day, Daily Average",808,569,1145
"186","20001, Northwest Washington, Washington","29","700 Carpenter Road, Potomac Yard, Alexandria","2/23/2018 - 2/23/2018, Every day, Daily Average",825,621,1095
"186","20001, Northwest Washington, Washington","30","0 Auburn Court, Potomac West, Alexandria","2/23/2018 - 2/23/2018, Every day, Daily Average",952,704,1287
"186","20001, Northwest Washington, Washington","31","1000 C Street Northeast, Northeast Washington, Washington","2/23/2018 - 2/23/2018, Every day, Daily Average",749,563,994
"186","20001, Northwest Washington, Washington","32","2600 13th Street Northwest, Northwest Washington, Washington","2/23/2018 - 2/23/2018, Every day, Daily Average",826,604,1129
"186","20001, Northwest Washington, Washington","33","4400 E Street Southeast, Benning Ridge, Washington","2/23/2018 - 2/23/2018, Every day, Daily Average",1304,1007,1688
"186","20001, Northwest Washington, Washington","34","1700 Independence Avenue Southeast, Southeast Washington, Washington","2/23/2018 - 2/23/2018, Every day, Daily Average",1041,785,1379
"186","20001, Northwest Washington, Washington","35","2100 1st Street Northwest, Northwest Washington, Washington","2/23/2018 - 2/23/2018, Every day, Daily Average",826,574,1187
"186","20001, Northwest Washington, Washington","36","500 17th Street Northeast, Northeast Washington, Washington","2/23/2018 - 2/23/2018, Every day, Daily Average",1005,761,1326
"186","20001, Northwest Washington, Washington","37","3500 Toledo Terrace, Chillum","2/23/2018 - 2/23/2018, Every day, Daily Average",2075,1682,2558
"186","20001, Northwest Washington, Washington","38","5300 Westport Road, Chevy Chase","2/23/2018 - 2/23/2018, Every day, Daily Average",1816,1405,2346
"186","20001, Northwest Washington, Washington","39","Woodrow Wilson Memorial Bridge, Old Town, Alexandria","2/23/2018 - 2/23/2018, Every day, Daily Average",1208,906,1608
"186","20001, Northwest Washington, Washington","40","6000 Rixey Drive, Fair Haven, Alexandria","2/23/2018 - 2/23/2018, Every day, Daily Average",1653,1217,2243
"186","20001, Northwest Washington, Washington","41","2000 Rosedale Street Northeast, Northeast Washington, Washington","2/23/2018 - 2/23/2018, Every day, Daily Average",1117,839,1485
"186","20001, Northwest Washington, Washington","42","4200 10th Street Northeast, Northeast Washington, Washington","2/23/2018 - 2/23/2018, Every day, Daily Average",1236,914,1671
"186","20001, Northwest Washington, Washington","43","900 Randolph Street Northwest, Northwest Washington, Washington","2/23/2018 - 2/23/2018, Every day, Daily Average",1202,916,1575
"186","20001, Northwest Washington, Washington","44","1200 New Jersey Avenue Southeast, Southeast Washington, Washington","2/23/2018 - 2/23/2018, Every day, Daily Average",521,349,777
