"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"186","20001, Northwest Washington, Washington","1","5400 Arnold Avenue Southwest, Southwest Washington, Washington","1/29/2018 - 1/29/2018, Every day, Daily Average",811,563,1168
"186","20001, Northwest Washington, Washington","2","1400 Juniper Street Northwest, Northwest Washington, Washington","1/29/2018 - 1/29/2018, Every day, Daily Average",1655,1291,2120
"186","20001, Northwest Washington, Washington","3","4800 Canal Road Northwest, Northwest Washington, Washington","1/29/2018 - 1/29/2018, Every day, Daily Average",1396,1000,1947
"186","20001, Northwest Washington, Washington","4","2700 Unicorn Lane Northwest, Northwest Washington, Washington","1/29/2018 - 1/29/2018, Every day, Daily Average",1723,1325,2239
"186","20001, Northwest Washington, Washington","5","4500 Q Place Northwest, Northwest Washington, Washington","1/29/2018 - 1/29/2018, Every day, Daily Average",1254,827,1900
"186","20001, Northwest Washington, Washington","6","Ridge Road Northwest, Northwest Washington, Washington","1/29/2018 - 1/29/2018, Every day, Daily Average",1430,1132,1806
"186","20001, Northwest Washington, Washington","7","4500 Ohio Drive Southwest, Southwest Washington, Washington","1/29/2018 - 1/29/2018, Every day, Daily Average",282,141,561
"186","20001, Northwest Washington, Washington","8","0 H Street Northwest, Northwest Washington, Washington","1/29/2018 - 1/29/2018, Every day, Daily Average",203,89,458
"186","20001, Northwest Washington, Washington","9","1800 Upshur Street Northwest, Northwest Washington, Washington","1/29/2018 - 1/29/2018, Every day, Daily Average",1203,930,1555
"186","20001, Northwest Washington, Washington","10","1500 30th Street Northwest, Northwest Washington, Washington","1/29/2018 - 1/29/2018, Every day, Daily Average",785,526,1170
"186","20001, Northwest Washington, Washington","11","1600 Tuckerman Street Northwest, Northwest Washington, Washington","1/29/2018 - 1/29/2018, Every day, Daily Average",1422,1099,1838
"186","20001, Northwest Washington, Washington","13","2100 Monticello Court, Fort Washington","1/29/2018 - 1/29/2018, Every day, Daily Average",2629,1741,3968
"186","20001, Northwest Washington, Washington","14","0 Hesketh Street, Chevy Chase","1/29/2018 - 1/29/2018, Every day, Daily Average",1691,1345,2126
"186","20001, Northwest Washington, Washington","15","8100 Roanoke Avenue, Takoma Park","1/29/2018 - 1/29/2018, Every day, Daily Average",1819,1428,2316
"186","20001, Northwest Washington, Washington","17","8300 Colesville Road, Downtown Silver Spring, Silver Spring","1/29/2018 - 1/29/2018, Every day, Daily Average",1683,1394,2030
"186","20001, Northwest Washington, Washington","18","8900 Moreland Lane, Annandale","1/29/2018 - 1/29/2018, Every day, Daily Average",1822,1266,2621
"186","20001, Northwest Washington, Washington","19","Thomas Avenue, Arlington","1/29/2018 - 1/29/2018, Every day, Daily Average",588,434,795
"186","20001, Northwest Washington, Washington","20","McClellan Drive, Arlington","1/29/2018 - 1/29/2018, Every day, Daily Average",516,332,801
"186","20001, Northwest Washington, Washington","21","3600 North Vernon Street, Old Glebe, Arlington","1/29/2018 - 1/29/2018, Every day, Daily Average",987,743,1309
"186","20001, Northwest Washington, Washington","23","6500 Bellamine Court, McLean","1/29/2018 - 1/29/2018, Every day, Daily Average",1148,908,1451
"186","20001, Northwest Washington, Washington","24","8600 Brook Road, McLean","1/29/2018 - 1/29/2018, Every day, Daily Average",1564,1225,1996
"186","20001, Northwest Washington, Washington","25","8200 Mockingbird Drive, Annandale","1/29/2018 - 1/29/2018, Every day, Daily Average",1642,1147,2349
"186","20001, Northwest Washington, Washington","26","9400 Pamlico Lane, Great Falls","1/29/2018 - 1/29/2018, Every day, Daily Average",1377,1116,1697
"186","20001, Northwest Washington, Washington","27","6200 Everglades Drive, Alexandria","1/29/2018 - 1/29/2018, Every day, Daily Average",1458,1019,2085
"186","20001, Northwest Washington, Washington","28","2100 North Scott Street, North Highland, Arlington","1/29/2018 - 1/29/2018, Every day, Daily Average",761,551,1049
"186","20001, Northwest Washington, Washington","29","700 Carpenter Road, Potomac Yard, Alexandria","1/29/2018 - 1/29/2018, Every day, Daily Average",838,610,1149
"186","20001, Northwest Washington, Washington","30","0 Auburn Court, Potomac West, Alexandria","1/29/2018 - 1/29/2018, Every day, Daily Average",1155,840,1586
"186","20001, Northwest Washington, Washington","31","1000 C Street Northeast, Northeast Washington, Washington","1/29/2018 - 1/29/2018, Every day, Daily Average",740,541,1010
"186","20001, Northwest Washington, Washington","32","2600 13th Street Northwest, Northwest Washington, Washington","1/29/2018 - 1/29/2018, Every day, Daily Average",715,510,1002
"186","20001, Northwest Washington, Washington","33","4400 E Street Southeast, Benning Ridge, Washington","1/29/2018 - 1/29/2018, Every day, Daily Average",1408,1086,1824
"186","20001, Northwest Washington, Washington","34","1700 Independence Avenue Southeast, Southeast Washington, Washington","1/29/2018 - 1/29/2018, Every day, Daily Average",1018,799,1296
"186","20001, Northwest Washington, Washington","35","2100 1st Street Northwest, Northwest Washington, Washington","1/29/2018 - 1/29/2018, Every day, Daily Average",728,528,1003
"186","20001, Northwest Washington, Washington","36","500 17th Street Northeast, Northeast Washington, Washington","1/29/2018 - 1/29/2018, Every day, Daily Average",913,683,1219
"186","20001, Northwest Washington, Washington","37","3500 Toledo Terrace, Chillum","1/29/2018 - 1/29/2018, Every day, Daily Average",2123,1755,2568
"186","20001, Northwest Washington, Washington","38","5300 Westport Road, Chevy Chase","1/29/2018 - 1/29/2018, Every day, Daily Average",1670,1294,2154
"186","20001, Northwest Washington, Washington","39","Woodrow Wilson Memorial Bridge, Old Town, Alexandria","1/29/2018 - 1/29/2018, Every day, Daily Average",1171,930,1473
"186","20001, Northwest Washington, Washington","40","6000 Rixey Drive, Fair Haven, Alexandria","1/29/2018 - 1/29/2018, Every day, Daily Average",1347,1095,1656
"186","20001, Northwest Washington, Washington","41","2000 Rosedale Street Northeast, Northeast Washington, Washington","1/29/2018 - 1/29/2018, Every day, Daily Average",1019,771,1345
"186","20001, Northwest Washington, Washington","42","4200 10th Street Northeast, Northeast Washington, Washington","1/29/2018 - 1/29/2018, Every day, Daily Average",1112,853,1449
"186","20001, Northwest Washington, Washington","43","900 Randolph Street Northwest, Northwest Washington, Washington","1/29/2018 - 1/29/2018, Every day, Daily Average",1100,807,1498
"186","20001, Northwest Washington, Washington","44","1200 New Jersey Avenue Southeast, Southeast Washington, Washington","1/29/2018 - 1/29/2018, Every day, Daily Average",509,332,779
