"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"186","20001, Northwest Washington, Washington","1","5400 Arnold Avenue Southwest, Southwest Washington, Washington","3/6/2018 - 3/6/2018, Every day, Daily Average",1099,646,1866
"186","20001, Northwest Washington, Washington","2","1400 Juniper Street Northwest, Northwest Washington, Washington","3/6/2018 - 3/6/2018, Every day, Daily Average",1844,1440,2360
"186","20001, Northwest Washington, Washington","3","4800 Canal Road Northwest, Northwest Washington, Washington","3/6/2018 - 3/6/2018, Every day, Daily Average",1386,1031,1861
"186","20001, Northwest Washington, Washington","4","2700 Unicorn Lane Northwest, Northwest Washington, Washington","3/6/2018 - 3/6/2018, Every day, Daily Average",1793,1394,2304
"186","20001, Northwest Washington, Washington","5","4500 Q Place Northwest, Northwest Washington, Washington","3/6/2018 - 3/6/2018, Every day, Daily Average",1090,826,1437
"186","20001, Northwest Washington, Washington","6","Ridge Road Northwest, Northwest Washington, Washington","3/6/2018 - 3/6/2018, Every day, Daily Average",1573,1238,1997
"186","20001, Northwest Washington, Washington","7","4500 Ohio Drive Southwest, Southwest Washington, Washington","3/6/2018 - 3/6/2018, Every day, Daily Average",364,174,757
"186","20001, Northwest Washington, Washington","8","0 H Street Northwest, Northwest Washington, Washington","3/6/2018 - 3/6/2018, Every day, Daily Average",247,105,578
"186","20001, Northwest Washington, Washington","9","1800 Upshur Street Northwest, Northwest Washington, Washington","3/6/2018 - 3/6/2018, Every day, Daily Average",1322,997,1751
"186","20001, Northwest Washington, Washington","10","1500 30th Street Northwest, Northwest Washington, Washington","3/6/2018 - 3/6/2018, Every day, Daily Average",876,591,1297
"186","20001, Northwest Washington, Washington","11","1600 Tuckerman Street Northwest, Northwest Washington, Washington","3/6/2018 - 3/6/2018, Every day, Daily Average",1606,1232,2093
"186","20001, Northwest Washington, Washington","13","2100 Monticello Court, Fort Washington","3/6/2018 - 3/6/2018, Every day, Daily Average",2011,1325,3050
"186","20001, Northwest Washington, Washington","14","0 Hesketh Street, Chevy Chase","3/6/2018 - 3/6/2018, Every day, Daily Average",1843,1460,2326
"186","20001, Northwest Washington, Washington","15","8100 Roanoke Avenue, Takoma Park","3/6/2018 - 3/6/2018, Every day, Daily Average",2176,1602,2955
"186","20001, Northwest Washington, Washington","16","8800 Walden Road, Silver Spring","3/6/2018 - 3/6/2018, Every day, Daily Average",2363,1841,3031
"186","20001, Northwest Washington, Washington","17","8300 Colesville Road, Downtown Silver Spring, Silver Spring","3/6/2018 - 3/6/2018, Every day, Daily Average",2036,1570,2639
"186","20001, Northwest Washington, Washington","18","8900 Moreland Lane, Annandale","3/6/2018 - 3/6/2018, Every day, Daily Average",1891,1298,2753
"186","20001, Northwest Washington, Washington","19","Thomas Avenue, Arlington","3/6/2018 - 3/6/2018, Every day, Daily Average",868,531,1416
"186","20001, Northwest Washington, Washington","20","McClellan Drive, Arlington","3/6/2018 - 3/6/2018, Every day, Daily Average",681,404,1145
"186","20001, Northwest Washington, Washington","21","3600 North Vernon Street, Old Glebe, Arlington","3/6/2018 - 3/6/2018, Every day, Daily Average",1183,859,1628
"186","20001, Northwest Washington, Washington","23","6500 Bellamine Court, McLean","3/6/2018 - 3/6/2018, Every day, Daily Average",1363,1030,1802
"186","20001, Northwest Washington, Washington","24","8600 Brook Road, McLean","3/6/2018 - 3/6/2018, Every day, Daily Average",1893,1392,2573
"186","20001, Northwest Washington, Washington","25","8200 Mockingbird Drive, Annandale","3/6/2018 - 3/6/2018, Every day, Daily Average",1869,1323,2639
"186","20001, Northwest Washington, Washington","26","9400 Pamlico Lane, Great Falls","3/6/2018 - 3/6/2018, Every day, Daily Average",1710,1306,2238
"186","20001, Northwest Washington, Washington","28","2100 North Scott Street, North Highland, Arlington","3/6/2018 - 3/6/2018, Every day, Daily Average",916,617,1358
"186","20001, Northwest Washington, Washington","29","700 Carpenter Road, Potomac Yard, Alexandria","3/6/2018 - 3/6/2018, Every day, Daily Average",996,675,1469
"186","20001, Northwest Washington, Washington","30","0 Auburn Court, Potomac West, Alexandria","3/6/2018 - 3/6/2018, Every day, Daily Average",1238,839,1826
"186","20001, Northwest Washington, Washington","31","1000 C Street Northeast, Northeast Washington, Washington","3/6/2018 - 3/6/2018, Every day, Daily Average",908,637,1292
"186","20001, Northwest Washington, Washington","32","2600 13th Street Northwest, Northwest Washington, Washington","3/6/2018 - 3/6/2018, Every day, Daily Average",806,568,1143
"186","20001, Northwest Washington, Washington","33","4400 E Street Southeast, Benning Ridge, Washington","3/6/2018 - 3/6/2018, Every day, Daily Average",1838,1413,2389
"186","20001, Northwest Washington, Washington","34","1700 Independence Avenue Southeast, Southeast Washington, Washington","3/6/2018 - 3/6/2018, Every day, Daily Average",1297,911,1844
"186","20001, Northwest Washington, Washington","35","2100 1st Street Northwest, Northwest Washington, Washington","3/6/2018 - 3/6/2018, Every day, Daily Average",820,586,1147
"186","20001, Northwest Washington, Washington","36","500 17th Street Northeast, Northeast Washington, Washington","3/6/2018 - 3/6/2018, Every day, Daily Average",1116,827,1504
