"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"186","20001, Northwest Washington, Washington","1","5400 Arnold Avenue Southwest, Southwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",805,572,1131
"186","20001, Northwest Washington, Washington","2","1400 Juniper Street Northwest, Northwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",1682,1308,2162
"186","20001, Northwest Washington, Washington","3","4800 Canal Road Northwest, Northwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",1444,1037,2009
"186","20001, Northwest Washington, Washington","4","2700 Unicorn Lane Northwest, Northwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",1713,1336,2195
"186","20001, Northwest Washington, Washington","5","4500 Q Place Northwest, Northwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",1063,801,1410
"186","20001, Northwest Washington, Washington","6","Ridge Road Northwest, Northwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",1385,1070,1791
"186","20001, Northwest Washington, Washington","7","4500 Ohio Drive Southwest, Southwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",284,145,552
"186","20001, Northwest Washington, Washington","8","0 H Street Northwest, Northwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",200,87,457
"186","20001, Northwest Washington, Washington","9","1800 Upshur Street Northwest, Northwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",1186,895,1570
"186","20001, Northwest Washington, Washington","10","1500 30th Street Northwest, Northwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",734,519,1036
"186","20001, Northwest Washington, Washington","11","1600 Tuckerman Street Northwest, Northwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",1520,1173,1968
"186","20001, Northwest Washington, Washington","13","2100 Monticello Court, Fort Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",1982,1600,2454
"186","20001, Northwest Washington, Washington","14","0 Hesketh Street, Chevy Chase","1/17/2018 - 1/17/2018, Every day, Daily Average",1565,1302,1880
"186","20001, Northwest Washington, Washington","15","8100 Roanoke Avenue, Takoma Park","1/17/2018 - 1/17/2018, Every day, Daily Average",2257,1856,2744
"186","20001, Northwest Washington, Washington","17","8300 Colesville Road, Downtown Silver Spring, Silver Spring","1/17/2018 - 1/17/2018, Every day, Daily Average",1753,1384,2219
"186","20001, Northwest Washington, Washington","18","8900 Moreland Lane, Annandale","1/17/2018 - 1/17/2018, Every day, Daily Average",1521,1240,1865
"186","20001, Northwest Washington, Washington","19","Thomas Avenue, Arlington","1/17/2018 - 1/17/2018, Every day, Daily Average",579,435,770
"186","20001, Northwest Washington, Washington","20","McClellan Drive, Arlington","1/17/2018 - 1/17/2018, Every day, Daily Average",500,338,739
"186","20001, Northwest Washington, Washington","21","3600 North Vernon Street, Old Glebe, Arlington","1/17/2018 - 1/17/2018, Every day, Daily Average",1023,768,1361
"186","20001, Northwest Washington, Washington","23","6500 Bellamine Court, McLean","1/17/2018 - 1/17/2018, Every day, Daily Average",1191,933,1520
"186","20001, Northwest Washington, Washington","24","8600 Brook Road, McLean","1/17/2018 - 1/17/2018, Every day, Daily Average",1557,1254,1932
"186","20001, Northwest Washington, Washington","25","8200 Mockingbird Drive, Annandale","1/17/2018 - 1/17/2018, Every day, Daily Average",1436,1117,1845
"186","20001, Northwest Washington, Washington","26","9400 Pamlico Lane, Great Falls","1/17/2018 - 1/17/2018, Every day, Daily Average",1478,1139,1916
"186","20001, Northwest Washington, Washington","27","6200 Everglades Drive, Alexandria","1/17/2018 - 1/17/2018, Every day, Daily Average",1574,1176,2106
"186","20001, Northwest Washington, Washington","28","2100 North Scott Street, North Highland, Arlington","1/17/2018 - 1/17/2018, Every day, Daily Average",731,547,975
"186","20001, Northwest Washington, Washington","29","700 Carpenter Road, Potomac Yard, Alexandria","1/17/2018 - 1/17/2018, Every day, Daily Average",789,568,1094
"186","20001, Northwest Washington, Washington","30","0 Auburn Court, Potomac West, Alexandria","1/17/2018 - 1/17/2018, Every day, Daily Average",948,629,1427
"186","20001, Northwest Washington, Washington","31","1000 C Street Northeast, Northeast Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",732,553,967
"186","20001, Northwest Washington, Washington","32","2600 13th Street Northwest, Northwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",787,579,1068
"186","20001, Northwest Washington, Washington","33","4400 E Street Southeast, Benning Ridge, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",1228,904,1667
"186","20001, Northwest Washington, Washington","34","1700 Independence Avenue Southeast, Southeast Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",1043,801,1356
"186","20001, Northwest Washington, Washington","35","2100 1st Street Northwest, Northwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",769,514,1149
"186","20001, Northwest Washington, Washington","36","500 17th Street Northeast, Northeast Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",967,723,1293
"186","20001, Northwest Washington, Washington","37","3500 Toledo Terrace, Chillum","1/17/2018 - 1/17/2018, Every day, Daily Average",1850,1566,2184
"186","20001, Northwest Washington, Washington","38","5300 Westport Road, Chevy Chase","1/17/2018 - 1/17/2018, Every day, Daily Average",1570,1299,1896
"186","20001, Northwest Washington, Washington","39","Woodrow Wilson Memorial Bridge, Old Town, Alexandria","1/17/2018 - 1/17/2018, Every day, Daily Average",1060,837,1341
"186","20001, Northwest Washington, Washington","40","6000 Rixey Drive, Fair Haven, Alexandria","1/17/2018 - 1/17/2018, Every day, Daily Average",1465,1106,1939
"186","20001, Northwest Washington, Washington","41","2000 Rosedale Street Northeast, Northeast Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",1087,840,1406
"186","20001, Northwest Washington, Washington","42","4200 10th Street Northeast, Northeast Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",1192,894,1588
"186","20001, Northwest Washington, Washington","43","900 Randolph Street Northwest, Northwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",1155,857,1556
"186","20001, Northwest Washington, Washington","44","1200 New Jersey Avenue Southeast, Southeast Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",509,341,757
"186","20001, Northwest Washington, Washington","45","0 L Place Northwest, Northwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",217,90,521
"186","20001, Northwest Washington, Washington","46","1900 Anacostia Drive, Southeast Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",740,517,1057
"186","20001, Northwest Washington, Washington","47","0 S Street Northwest, Northwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",636,447,903
"186","20001, Northwest Washington, Washington","48","3500 Commodore Joshua Barney Drive Northeast, Northeast Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",1106,790,1548
"186","20001, Northwest Washington, Washington","49","2700 10th Street Northeast, Northeast Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",1071,791,1449
"186","20001, Northwest Washington, Washington","50","5700 Chevy Chase Parkway Northwest, Northwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",1536,1246,1892
"186","20001, Northwest Washington, Washington","51","1300 Underwood Street Northwest, Northwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",1545,1170,2039
"186","20001, Northwest Washington, Washington","52","200 Quackenbos Street Northwest, Northwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",1478,1148,1901
"186","20001, Northwest Washington, Washington","53","600 Atlantic Street Southeast, Southeast Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",1125,835,1514
"186","20001, Northwest Washington, Washington","54","3300 Clay Street Northeast, Northeast Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",966,661,1411
"186","20001, Northwest Washington, Washington","55","500 Q Street Northwest, Northwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",425,266,676
"186","20001, Northwest Washington, Washington","56","Center Leg Freeway, Southwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",419,277,633
"186","20001, Northwest Washington, Washington","57","600 Edgewood Street Northeast, Northeast Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",860,620,1191
"186","20001, Northwest Washington, Washington","58","3100 13th Street Northwest, Northwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",958,733,1251
"186","20001, Northwest Washington, Washington","59","2800 45th Street Northwest, Northwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",1243,935,1650
"186","20001, Northwest Washington, Washington","60","3200 Dubois Place Southeast, Southeast Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",907,613,1341
"186","20001, Northwest Washington, Washington","61","1400 15th Street Northwest, Northwest Washington, Washington","1/17/2018 - 1/17/2018, Every day, Daily Average",399,250,635
