"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"186","20001, Northwest Washington, Washington","1","5400 Arnold Avenue Southwest, Southwest Washington, Washington","1/12/2018 - 1/12/2018, Every day, Daily Average",829,610,1125
"186","20001, Northwest Washington, Washington","2","1400 Juniper Street Northwest, Northwest Washington, Washington","1/12/2018 - 1/12/2018, Every day, Daily Average",1805,1433,2273
"186","20001, Northwest Washington, Washington","3","4800 Canal Road Northwest, Northwest Washington, Washington","1/12/2018 - 1/12/2018, Every day, Daily Average",1331,1043,1698
"186","20001, Northwest Washington, Washington","4","2700 Unicorn Lane Northwest, Northwest Washington, Washington","1/12/2018 - 1/12/2018, Every day, Daily Average",1892,1564,2288
"186","20001, Northwest Washington, Washington","5","4500 Q Place Northwest, Northwest Washington, Washington","1/12/2018 - 1/12/2018, Every day, Daily Average",1123,822,1534
"186","20001, Northwest Washington, Washington","6","Ridge Road Northwest, Northwest Washington, Washington","1/12/2018 - 1/12/2018, Every day, Daily Average",1551,1172,2051
"186","20001, Northwest Washington, Washington","7","4500 Ohio Drive Southwest, Southwest Washington, Washington","1/12/2018 - 1/12/2018, Every day, Daily Average",302,154,591
"186","20001, Northwest Washington, Washington","8","0 H Street Northwest, Northwest Washington, Washington","1/12/2018 - 1/12/2018, Every day, Daily Average",232,99,543
"186","20001, Northwest Washington, Washington","9","1800 Upshur Street Northwest, Northwest Washington, Washington","1/12/2018 - 1/12/2018, Every day, Daily Average",1350,1025,1777
"186","20001, Northwest Washington, Washington","10","1500 30th Street Northwest, Northwest Washington, Washington","1/12/2018 - 1/12/2018, Every day, Daily Average",804,549,1175
"186","20001, Northwest Washington, Washington","11","1600 Tuckerman Street Northwest, Northwest Washington, Washington","1/12/2018 - 1/12/2018, Every day, Daily Average",1613,1277,2036
"186","20001, Northwest Washington, Washington","13","2100 Monticello Court, Fort Washington","1/12/2018 - 1/12/2018, Every day, Daily Average",1743,1265,2401
"186","20001, Northwest Washington, Washington","14","0 Hesketh Street, Chevy Chase","1/12/2018 - 1/12/2018, Every day, Daily Average",1720,1341,2205
"186","20001, Northwest Washington, Washington","15","8100 Roanoke Avenue, Takoma Park","1/12/2018 - 1/12/2018, Every day, Daily Average",2216,1921,2555
"186","20001, Northwest Washington, Washington","16","8800 Walden Road, Silver Spring","1/12/2018 - 1/12/2018, Every day, Daily Average",2352,2029,2726
"186","20001, Northwest Washington, Washington","17","8300 Colesville Road, Downtown Silver Spring, Silver Spring","1/12/2018 - 1/12/2018, Every day, Daily Average",1884,1532,2316
"186","20001, Northwest Washington, Washington","18","8900 Moreland Lane, Annandale","1/12/2018 - 1/12/2018, Every day, Daily Average",1514,1227,1866
"186","20001, Northwest Washington, Washington","19","Thomas Avenue, Arlington","1/12/2018 - 1/12/2018, Every day, Daily Average",634,465,863
"186","20001, Northwest Washington, Washington","20","McClellan Drive, Arlington","1/12/2018 - 1/12/2018, Every day, Daily Average",538,356,811
"186","20001, Northwest Washington, Washington","21","3600 North Vernon Street, Old Glebe, Arlington","1/12/2018 - 1/12/2018, Every day, Daily Average",1091,835,1424
"186","20001, Northwest Washington, Washington","23","6500 Bellamine Court, McLean","1/12/2018 - 1/12/2018, Every day, Daily Average",1247,1011,1536
"186","20001, Northwest Washington, Washington","24","8600 Brook Road, McLean","1/12/2018 - 1/12/2018, Every day, Daily Average",1703,1344,2157
"186","20001, Northwest Washington, Washington","25","8200 Mockingbird Drive, Annandale","1/12/2018 - 1/12/2018, Every day, Daily Average",1467,1183,1818
"186","20001, Northwest Washington, Washington","26","9400 Pamlico Lane, Great Falls","1/12/2018 - 1/12/2018, Every day, Daily Average",1517,1245,1847
"186","20001, Northwest Washington, Washington","27","6200 Everglades Drive, Alexandria","1/12/2018 - 1/12/2018, Every day, Daily Average",1407,1079,1833
"186","20001, Northwest Washington, Washington","28","2100 North Scott Street, North Highland, Arlington","1/12/2018 - 1/12/2018, Every day, Daily Average",799,582,1096
"186","20001, Northwest Washington, Washington","29","700 Carpenter Road, Potomac Yard, Alexandria","1/12/2018 - 1/12/2018, Every day, Daily Average",883,652,1194
"186","20001, Northwest Washington, Washington","30","0 Auburn Court, Potomac West, Alexandria","1/12/2018 - 1/12/2018, Every day, Daily Average",1013,763,1344
"186","20001, Northwest Washington, Washington","31","1000 C Street Northeast, Northeast Washington, Washington","1/12/2018 - 1/12/2018, Every day, Daily Average",784,589,1042
"186","20001, Northwest Washington, Washington","32","2600 13th Street Northwest, Northwest Washington, Washington","1/12/2018 - 1/12/2018, Every day, Daily Average",881,620,1251
"186","20001, Northwest Washington, Washington","33","4400 E Street Southeast, Benning Ridge, Washington","1/12/2018 - 1/12/2018, Every day, Daily Average",1447,1071,1954
