"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"186","20001, Northwest Washington, Washington","1","5400 Arnold Avenue Southwest, Southwest Washington, Washington","1/22/2018 - 1/22/2018, Every day, Daily Average",783,587,1044
"186","20001, Northwest Washington, Washington","2","1400 Juniper Street Northwest, Northwest Washington, Washington","1/22/2018 - 1/22/2018, Every day, Daily Average",1588,1300,1939
"186","20001, Northwest Washington, Washington","3","4800 Canal Road Northwest, Northwest Washington, Washington","1/22/2018 - 1/22/2018, Every day, Daily Average",1299,1011,1668
"186","20001, Northwest Washington, Washington","4","2700 Unicorn Lane Northwest, Northwest Washington, Washington","1/22/2018 - 1/22/2018, Every day, Daily Average",1564,1366,1789
"186","20001, Northwest Washington, Washington","5","4500 Q Place Northwest, Northwest Washington, Washington","1/22/2018 - 1/22/2018, Every day, Daily Average",992,757,1299
"186","20001, Northwest Washington, Washington","6","Ridge Road Northwest, Northwest Washington, Washington","1/22/2018 - 1/22/2018, Every day, Daily Average",1364,1100,1690
"186","20001, Northwest Washington, Washington","7","4500 Ohio Drive Southwest, Southwest Washington, Washington","1/22/2018 - 1/22/2018, Every day, Daily Average",265,138,506
"186","20001, Northwest Washington, Washington","8","0 H Street Northwest, Northwest Washington, Washington","1/22/2018 - 1/22/2018, Every day, Daily Average",195,88,428
"186","20001, Northwest Washington, Washington","9","1800 Upshur Street Northwest, Northwest Washington, Washington","1/22/2018 - 1/22/2018, Every day, Daily Average",1127,908,1398
"186","20001, Northwest Washington, Washington","10","1500 30th Street Northwest, Northwest Washington, Washington","1/22/2018 - 1/22/2018, Every day, Daily Average",721,502,1034
"186","20001, Northwest Washington, Washington","11","1600 Tuckerman Street Northwest, Northwest Washington, Washington","1/22/2018 - 1/22/2018, Every day, Daily Average",1360,1130,1635
"186","20001, Northwest Washington, Washington","13","2100 Monticello Court, Fort Washington","1/22/2018 - 1/22/2018, Every day, Daily Average",1508,1198,1897
"186","20001, Northwest Washington, Washington","14","0 Hesketh Street, Chevy Chase","1/22/2018 - 1/22/2018, Every day, Daily Average",1689,1372,2079
"186","20001, Northwest Washington, Washington","15","8100 Roanoke Avenue, Takoma Park","1/22/2018 - 1/22/2018, Every day, Daily Average",1921,1450,2544
"186","20001, Northwest Washington, Washington","17","8300 Colesville Road, Downtown Silver Spring, Silver Spring","1/22/2018 - 1/22/2018, Every day, Daily Average",1644,1375,1964
"186","20001, Northwest Washington, Washington","18","8900 Moreland Lane, Annandale","1/22/2018 - 1/22/2018, Every day, Daily Average",1673,1247,2244
"186","20001, Northwest Washington, Washington","19","Thomas Avenue, Arlington","1/22/2018 - 1/22/2018, Every day, Daily Average",559,428,729
"186","20001, Northwest Washington, Washington","20","McClellan Drive, Arlington","1/22/2018 - 1/22/2018, Every day, Daily Average",464,318,675
"186","20001, Northwest Washington, Washington","21","3600 North Vernon Street, Old Glebe, Arlington","1/22/2018 - 1/22/2018, Every day, Daily Average",993,772,1276
"186","20001, Northwest Washington, Washington","23","6500 Bellamine Court, McLean","1/22/2018 - 1/22/2018, Every day, Daily Average",1271,914,1766
"186","20001, Northwest Washington, Washington","24","8600 Brook Road, McLean","1/22/2018 - 1/22/2018, Every day, Daily Average",1566,1254,1955
"186","20001, Northwest Washington, Washington","25","8200 Mockingbird Drive, Annandale","1/22/2018 - 1/22/2018, Every day, Daily Average",1622,1223,2149
"186","20001, Northwest Washington, Washington","26","9400 Pamlico Lane, Great Falls","1/22/2018 - 1/22/2018, Every day, Daily Average",1568,1103,2228
"186","20001, Northwest Washington, Washington","27","6200 Everglades Drive, Alexandria","1/22/2018 - 1/22/2018, Every day, Daily Average",1251,959,1631
"186","20001, Northwest Washington, Washington","28","2100 North Scott Street, North Highland, Arlington","1/22/2018 - 1/22/2018, Every day, Daily Average",716,542,944
"186","20001, Northwest Washington, Washington","29","700 Carpenter Road, Potomac Yard, Alexandria","1/22/2018 - 1/22/2018, Every day, Daily Average",790,595,1047
"186","20001, Northwest Washington, Washington","30","0 Auburn Court, Potomac West, Alexandria","1/22/2018 - 1/22/2018, Every day, Daily Average",963,741,1250
