"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"186","20001, Northwest Washington, Washington","1","5400 Arnold Avenue Southwest, Southwest Washington, Washington","2/15/2018 - 2/15/2018, Every day, Daily Average",979,647,1479
"186","20001, Northwest Washington, Washington","2","1400 Juniper Street Northwest, Northwest Washington, Washington","2/15/2018 - 2/15/2018, Every day, Daily Average",1713,1368,2143
"186","20001, Northwest Washington, Washington","3","4800 Canal Road Northwest, Northwest Washington, Washington","2/15/2018 - 2/15/2018, Every day, Daily Average",1473,1109,1956
"186","20001, Northwest Washington, Washington","4","2700 Unicorn Lane Northwest, Northwest Washington, Washington","2/15/2018 - 2/15/2018, Every day, Daily Average",1751,1399,2190
"186","20001, Northwest Washington, Washington","5","4500 Q Place Northwest, Northwest Washington, Washington","2/15/2018 - 2/15/2018, Every day, Daily Average",1150,822,1607
"186","20001, Northwest Washington, Washington","6","Ridge Road Northwest, Northwest Washington, Washington","2/15/2018 - 2/15/2018, Every day, Daily Average",1424,1097,1848
"186","20001, Northwest Washington, Washington","7","4500 Ohio Drive Southwest, Southwest Washington, Washington","2/15/2018 - 2/15/2018, Every day, Daily Average",320,154,662
"186","20001, Northwest Washington, Washington","8","0 H Street Northwest, Northwest Washington, Washington","2/15/2018 - 2/15/2018, Every day, Daily Average",219,95,503
"186","20001, Northwest Washington, Washington","9","1800 Upshur Street Northwest, Northwest Washington, Washington","2/15/2018 - 2/15/2018, Every day, Daily Average",1222,910,1640
"186","20001, Northwest Washington, Washington","10","1500 30th Street Northwest, Northwest Washington, Washington","2/15/2018 - 2/15/2018, Every day, Daily Average",835,566,1231
"186","20001, Northwest Washington, Washington","11","1600 Tuckerman Street Northwest, Northwest Washington, Washington","2/15/2018 - 2/15/2018, Every day, Daily Average",1476,1153,1887
"186","20001, Northwest Washington, Washington","13","2100 Monticello Court, Fort Washington","2/15/2018 - 2/15/2018, Every day, Daily Average",2185,1447,3299
"186","20001, Northwest Washington, Washington","14","0 Hesketh Street, Chevy Chase","2/15/2018 - 2/15/2018, Every day, Daily Average",1794,1434,2243
"186","20001, Northwest Washington, Washington","15","8100 Roanoke Avenue, Takoma Park","2/15/2018 - 2/15/2018, Every day, Daily Average",2179,1681,2823
"186","20001, Northwest Washington, Washington","16","8800 Walden Road, Silver Spring","2/15/2018 - 2/15/2018, Every day, Daily Average",2274,1723,3000
"186","20001, Northwest Washington, Washington","17","8300 Colesville Road, Downtown Silver Spring, Silver Spring","2/15/2018 - 2/15/2018, Every day, Daily Average",1865,1510,2302
"186","20001, Northwest Washington, Washington","18","8900 Moreland Lane, Annandale","2/15/2018 - 2/15/2018, Every day, Daily Average",1858,1415,2438
"186","20001, Northwest Washington, Washington","19","Thomas Avenue, Arlington","2/15/2018 - 2/15/2018, Every day, Daily Average",738,483,1125
"186","20001, Northwest Washington, Washington","20","McClellan Drive, Arlington","2/15/2018 - 2/15/2018, Every day, Daily Average",609,373,992
"186","20001, Northwest Washington, Washington","21","3600 North Vernon Street, Old Glebe, Arlington","2/15/2018 - 2/15/2018, Every day, Daily Average",1060,778,1442
"186","20001, Northwest Washington, Washington","22","6500 Park View Court, West Springfield","2/15/2018 - 2/15/2018, Every day, Daily Average",1990,1544,2564
"186","20001, Northwest Washington, Washington","23","6500 Bellamine Court, McLean","2/15/2018 - 2/15/2018, Every day, Daily Average",1230,953,1586
"186","20001, Northwest Washington, Washington","24","8600 Brook Road, McLean","2/15/2018 - 2/15/2018, Every day, Daily Average",1789,1364,2344
