"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"186","20001, Northwest Washington, Washington","1","5400 Arnold Avenue Southwest, Southwest Washington, Washington","1/2/2018 - 1/2/2018, Every day, Daily Average",738,531,1024
"186","20001, Northwest Washington, Washington","2","1400 Juniper Street Northwest, Northwest Washington, Washington","1/2/2018 - 1/2/2018, Every day, Daily Average",1574,1300,1904
"186","20001, Northwest Washington, Washington","3","4800 Canal Road Northwest, Northwest Washington, Washington","1/2/2018 - 1/2/2018, Every day, Daily Average",1079,860,1353
"186","20001, Northwest Washington, Washington","4","2700 Unicorn Lane Northwest, Northwest Washington, Washington","1/2/2018 - 1/2/2018, Every day, Daily Average",1666,1409,1968
"186","20001, Northwest Washington, Washington","5","4500 Q Place Northwest, Northwest Washington, Washington","1/2/2018 - 1/2/2018, Every day, Daily Average",952,705,1284
"186","20001, Northwest Washington, Washington","6","Ridge Road Northwest, Northwest Washington, Washington","1/2/2018 - 1/2/2018, Every day, Daily Average",1329,1013,1743
"186","20001, Northwest Washington, Washington","7","4500 Ohio Drive Southwest, Southwest Washington, Washington","1/2/2018 - 1/2/2018, Every day, Daily Average",264,131,531
"186","20001, Northwest Washington, Washington","8","0 H Street Northwest, Northwest Washington, Washington","1/2/2018 - 1/2/2018, Every day, Daily Average",192,82,445
"186","20001, Northwest Washington, Washington","9","1800 Upshur Street Northwest, Northwest Washington, Washington","1/2/2018 - 1/2/2018, Every day, Daily Average",1155,894,1491
"186","20001, Northwest Washington, Washington","10","1500 30th Street Northwest, Northwest Washington, Washington","1/2/2018 - 1/2/2018, Every day, Daily Average",751,513,1097
"186","20001, Northwest Washington, Washington","11","1600 Tuckerman Street Northwest, Northwest Washington, Washington","1/2/2018 - 1/2/2018, Every day, Daily Average",1403,1130,1741
"186","20001, Northwest Washington, Washington","13","2100 Monticello Court, Fort Washington","1/2/2018 - 1/2/2018, Every day, Daily Average",1988,1436,2750
"186","20001, Northwest Washington, Washington","14","0 Hesketh Street, Chevy Chase","1/2/2018 - 1/2/2018, Every day, Daily Average",1602,1301,1972
"186","20001, Northwest Washington, Washington","15","8100 Roanoke Avenue, Takoma Park","1/2/2018 - 1/2/2018, Every day, Daily Average",2458,1776,3400
"186","20001, Northwest Washington, Washington","16","8800 Walden Road, Silver Spring","1/2/2018 - 1/2/2018, Every day, Daily Average",2121,1795,2505
"186","20001, Northwest Washington, Washington","17","8300 Colesville Road, Downtown Silver Spring, Silver Spring","1/2/2018 - 1/2/2018, Every day, Daily Average",1754,1454,2115
"186","20001, Northwest Washington, Washington","19","Thomas Avenue, Arlington","1/2/2018 - 1/2/2018, Every day, Daily Average",577,418,796
"186","20001, Northwest Washington, Washington","20","McClellan Drive, Arlington","1/2/2018 - 1/2/2018, Every day, Daily Average",504,321,790
"186","20001, Northwest Washington, Washington","21","3600 North Vernon Street, Old Glebe, Arlington","1/2/2018 - 1/2/2018, Every day, Daily Average",963,600,1545
"186","20001, Northwest Washington, Washington","23","6500 Bellamine Court, McLean","1/2/2018 - 1/2/2018, Every day, Daily Average",1159,866,1550
"186","20001, Northwest Washington, Washington","24","8600 Brook Road, McLean","1/2/2018 - 1/2/2018, Every day, Daily Average",1499,1129,1988
"186","20001, Northwest Washington, Washington","25","8200 Mockingbird Drive, Annandale","1/2/2018 - 1/2/2018, Every day, Daily Average",1621,1083,2424
"186","20001, Northwest Washington, Washington","26","9400 Pamlico Lane, Great Falls","1/2/2018 - 1/2/2018, Every day, Daily Average",1406,1154,1712
"186","20001, Northwest Washington, Washington","27","6200 Everglades Drive, Alexandria","1/2/2018 - 1/2/2018, Every day, Daily Average",1339,1022,1753
