"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"186","20001, Northwest Washington, Washington","1","5400 Arnold Avenue Southwest, Southwest Washington, Washington","2/22/2018 - 2/22/2018, Every day, Daily Average",1111,647,1905
"186","20001, Northwest Washington, Washington","2","1400 Juniper Street Northwest, Northwest Washington, Washington","2/22/2018 - 2/22/2018, Every day, Daily Average",1767,1339,2331
"186","20001, Northwest Washington, Washington","3","4800 Canal Road Northwest, Northwest Washington, Washington","2/22/2018 - 2/22/2018, Every day, Daily Average",1443,1031,2018
"186","20001, Northwest Washington, Washington","4","2700 Unicorn Lane Northwest, Northwest Washington, Washington","2/22/2018 - 2/22/2018, Every day, Daily Average",1679,1376,2047
"186","20001, Northwest Washington, Washington","5","4500 Q Place Northwest, Northwest Washington, Washington","2/22/2018 - 2/22/2018, Every day, Daily Average",1110,807,1525
"186","20001, Northwest Washington, Washington","6","Ridge Road Northwest, Northwest Washington, Washington","2/22/2018 - 2/22/2018, Every day, Daily Average",1479,1147,1905
"186","20001, Northwest Washington, Washington","7","4500 Ohio Drive Southwest, Southwest Washington, Washington","2/22/2018 - 2/22/2018, Every day, Daily Average",307,153,615
"186","20001, Northwest Washington, Washington","8","0 H Street Northwest, Northwest Washington, Washington","2/22/2018 - 2/22/2018, Every day, Daily Average",220,94,509
"186","20001, Northwest Washington, Washington","9","1800 Upshur Street Northwest, Northwest Washington, Washington","2/22/2018 - 2/22/2018, Every day, Daily Average",1236,923,1654
"186","20001, Northwest Washington, Washington","10","1500 30th Street Northwest, Northwest Washington, Washington","2/22/2018 - 2/22/2018, Every day, Daily Average",843,554,1282
"186","20001, Northwest Washington, Washington","11","1600 Tuckerman Street Northwest, Northwest Washington, Washington","2/22/2018 - 2/22/2018, Every day, Daily Average",1505,1166,1942
"186","20001, Northwest Washington, Washington","13","2100 Monticello Court, Fort Washington","2/22/2018 - 2/22/2018, Every day, Daily Average",2001,1235,3240
"186","20001, Northwest Washington, Washington","14","0 Hesketh Street, Chevy Chase","2/22/2018 - 2/22/2018, Every day, Daily Average",1783,1422,2234
"186","20001, Northwest Washington, Washington","15","8100 Roanoke Avenue, Takoma Park","2/22/2018 - 2/22/2018, Every day, Daily Average",2291,1708,3071
"186","20001, Northwest Washington, Washington","17","8300 Colesville Road, Downtown Silver Spring, Silver Spring","2/22/2018 - 2/22/2018, Every day, Daily Average",1842,1433,2366
"186","20001, Northwest Washington, Washington","18","8900 Moreland Lane, Annandale","2/22/2018 - 2/22/2018, Every day, Daily Average",1512,1243,1837
"186","20001, Northwest Washington, Washington","19","Thomas Avenue, Arlington","2/22/2018 - 2/22/2018, Every day, Daily Average",709,471,1065
"186","20001, Northwest Washington, Washington","20","McClellan Drive, Arlington","2/22/2018 - 2/22/2018, Every day, Daily Average",568,358,899
"186","20001, Northwest Washington, Washington","21","3600 North Vernon Street, Old Glebe, Arlington","2/22/2018 - 2/22/2018, Every day, Daily Average",1016,762,1353
"186","20001, Northwest Washington, Washington","23","6500 Bellamine Court, McLean","2/22/2018 - 2/22/2018, Every day, Daily Average",1191,933,1519
"186","20001, Northwest Washington, Washington","24","8600 Brook Road, McLean","2/22/2018 - 2/22/2018, Every day, Daily Average",1657,1300,2111
"186","20001, Northwest Washington, Washington","25","8200 Mockingbird Drive, Annandale","2/22/2018 - 2/22/2018, Every day, Daily Average",1449,1150,1824
"186","20001, Northwest Washington, Washington","26","9400 Pamlico Lane, Great Falls","2/22/2018 - 2/22/2018, Every day, Daily Average",1432,1106,1852
"186","20001, Northwest Washington, Washington","27","6200 Everglades Drive, Alexandria","2/22/2018 - 2/22/2018, Every day, Daily Average",1704,1200,2418
"186","20001, Northwest Washington, Washington","28","2100 North Scott Street, North Highland, Arlington","2/22/2018 - 2/22/2018, Every day, Daily Average",805,566,1143
"186","20001, Northwest Washington, Washington","29","700 Carpenter Road, Potomac Yard, Alexandria","2/22/2018 - 2/22/2018, Every day, Daily Average",912,628,1322
"186","20001, Northwest Washington, Washington","30","0 Auburn Court, Potomac West, Alexandria","2/22/2018 - 2/22/2018, Every day, Daily Average",1027,748,1408
