"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"186","20001, Northwest Washington, Washington","1","5400 Arnold Avenue Southwest, Southwest Washington, Washington","2/7/2018 - 2/7/2018, Every day, Daily Average",967,632,1478
"186","20001, Northwest Washington, Washington","2","1400 Juniper Street Northwest, Northwest Washington, Washington","2/7/2018 - 2/7/2018, Every day, Daily Average",1674,1332,2103
"186","20001, Northwest Washington, Washington","3","4800 Canal Road Northwest, Northwest Washington, Washington","2/7/2018 - 2/7/2018, Every day, Daily Average",1372,1003,1876
"186","20001, Northwest Washington, Washington","4","2700 Unicorn Lane Northwest, Northwest Washington, Washington","2/7/2018 - 2/7/2018, Every day, Daily Average",1720,1397,2117
"186","20001, Northwest Washington, Washington","5","4500 Q Place Northwest, Northwest Washington, Washington","2/7/2018 - 2/7/2018, Every day, Daily Average",1086,791,1490
"186","20001, Northwest Washington, Washington","6","Ridge Road Northwest, Northwest Washington, Washington","2/7/2018 - 2/7/2018, Every day, Daily Average",1572,1210,2041
"186","20001, Northwest Washington, Washington","7","4500 Ohio Drive Southwest, Southwest Washington, Washington","2/7/2018 - 2/7/2018, Every day, Daily Average",325,156,676
"186","20001, Northwest Washington, Washington","8","0 H Street Northwest, Northwest Washington, Washington","2/7/2018 - 2/7/2018, Every day, Daily Average",217,92,510
"186","20001, Northwest Washington, Washington","9","1800 Upshur Street Northwest, Northwest Washington, Washington","2/7/2018 - 2/7/2018, Every day, Daily Average",1270,928,1736
"186","20001, Northwest Washington, Washington","10","1500 30th Street Northwest, Northwest Washington, Washington","2/7/2018 - 2/7/2018, Every day, Daily Average",841,551,1282
"186","20001, Northwest Washington, Washington","11","1600 Tuckerman Street Northwest, Northwest Washington, Washington","2/7/2018 - 2/7/2018, Every day, Daily Average",1507,1172,1936
"186","20001, Northwest Washington, Washington","13","2100 Monticello Court, Fort Washington","2/7/2018 - 2/7/2018, Every day, Daily Average",2710,1850,3967
"186","20001, Northwest Washington, Washington","14","0 Hesketh Street, Chevy Chase","2/7/2018 - 2/7/2018, Every day, Daily Average",1749,1394,2194
"186","20001, Northwest Washington, Washington","16","8800 Walden Road, Silver Spring","2/7/2018 - 2/7/2018, Every day, Daily Average",2298,1817,2905
"186","20001, Northwest Washington, Washington","17","8300 Colesville Road, Downtown Silver Spring, Silver Spring","2/7/2018 - 2/7/2018, Every day, Daily Average",1844,1436,2367
"186","20001, Northwest Washington, Washington","18","8900 Moreland Lane, Annandale","2/7/2018 - 2/7/2018, Every day, Daily Average",1722,1230,2409
"186","20001, Northwest Washington, Washington","19","Thomas Avenue, Arlington","2/7/2018 - 2/7/2018, Every day, Daily Average",671,460,978
"186","20001, Northwest Washington, Washington","20","McClellan Drive, Arlington","2/7/2018 - 2/7/2018, Every day, Daily Average",624,370,1050
"186","20001, Northwest Washington, Washington","21","3600 North Vernon Street, Old Glebe, Arlington","2/7/2018 - 2/7/2018, Every day, Daily Average",1093,776,1537
"186","20001, Northwest Washington, Washington","22","6500 Park View Court, West Springfield","2/7/2018 - 2/7/2018, Every day, Daily Average",1614,1280,2034
"186","20001, Northwest Washington, Washington","23","6500 Bellamine Court, McLean","2/7/2018 - 2/7/2018, Every day, Daily Average",1247,931,1669
"186","20001, Northwest Washington, Washington","24","8600 Brook Road, McLean","2/7/2018 - 2/7/2018, Every day, Daily Average",1643,1280,2108
"186","20001, Northwest Washington, Washington","25","8200 Mockingbird Drive, Annandale","2/7/2018 - 2/7/2018, Every day, Daily Average",1625,1205,2190
"186","20001, Northwest Washington, Washington","26","9400 Pamlico Lane, Great Falls","2/7/2018 - 2/7/2018, Every day, Daily Average",1478,1078,2025
"186","20001, Northwest Washington, Washington","27","6200 Everglades Drive, Alexandria","2/7/2018 - 2/7/2018, Every day, Daily Average",1724,1316,2258
"186","20001, Northwest Washington, Washington","28","2100 North Scott Street, North Highland, Arlington","2/7/2018 - 2/7/2018, Every day, Daily Average",847,571,1255
"186","20001, Northwest Washington, Washington","29","700 Carpenter Road, Potomac Yard, Alexandria","2/7/2018 - 2/7/2018, Every day, Daily Average",960,640,1437
"186","20001, Northwest Washington, Washington","30","0 Auburn Court, Potomac West, Alexandria","2/7/2018 - 2/7/2018, Every day, Daily Average",1341,881,2039
"186","20001, Northwest Washington, Washington","31","1000 C Street Northeast, Northeast Washington, Washington","2/7/2018 - 2/7/2018, Every day, Daily Average",780,566,1074
"186","20001, Northwest Washington, Washington","32","2600 13th Street Northwest, Northwest Washington, Washington","2/7/2018 - 2/7/2018, Every day, Daily Average",793,573,1096
"186","20001, Northwest Washington, Washington","33","4400 E Street Southeast, Benning Ridge, Washington","2/7/2018 - 2/7/2018, Every day, Daily Average",1594,1227,2069
"186","20001, Northwest Washington, Washington","34","1700 Independence Avenue Southeast, Southeast Washington, Washington","2/7/2018 - 2/7/2018, Every day, Daily Average",1050,816,1350
"186","20001, Northwest Washington, Washington","35","2100 1st Street Northwest, Northwest Washington, Washington","2/7/2018 - 2/7/2018, Every day, Daily Average",772,533,1117
